politifact14789	President Trump Just Saved Christmas For 13 Million Retirees
politifact15256	Account Suspended
politifact15018	Smoking In Cars With Children Is Illegal Starting January 30, 2018
politifact14238	Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and Depression
politifact15014	BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs
politifact15017	JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts
politifact14235	Liberal Women Hate Me Because Of My “Striking Beauty And Intellect”, Says Kellyanne Conway
politifact13698	trueamericans.me -&nbspThis website is for sale! -&nbsptrueamericans Resources and Information.
politifact14386	Debbie Wasserman Schultz Aide Arrested Trying to Flee the Country
politifact14161	OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK
politifact14144	Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death
politifact14145	DONALD TRUMP PRAISES COLONEL SANDERS FOR HIS SERVICE IN THE CIVIL WAR Manny Schewitz O 2 Days Ago Off the Wire Speaking to Our Intern Dave Robicheaux Who Is Paid in Facebook Likes Trump Insisted Col H
politifact14330	ни чего нового как правильно
politifact14148	NASA Will Pay You 18000 USD To Stay In Bed And Smoke Weed For 70 Straight Days
politifact15156	Court Orders Obama To Pay $400 Million In Restitution
politifact14664	ICE Detainer Issued for Suspected Wine Country Arsonist in Sonoma Jail
politifact14667	Facebook
politifact14666	BREAKING: Black Hockey Player FIRED After Raising Fist During National Anthem
politifact14905	Obama, Not Donald Trump, May Be Invited to Royal Wedding of Prince Harry and Meghan Markle
politifact15545	A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her
politifact13591	Mom applies a remedy to her baby, moments later he dies. Be careful with this, moms!
politifact13577	ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP
politifact14908	Delta Force Raids Obama Stronghold in Thailand
politifact15187	A fake photo of Emma González went viral on the far right, where Parkland teens are villains
politifact14311	10 Things You Didn't Know About Nancy Pelosi
politifact15368	Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons
politifact14406	Trump Orders 13 Obama Deep State Operatives Arrested For Treason
politifact13913	UsPostman.com is for sale (Us Postman)
politifact14472	Hurricane Irene: ‘Photo’ of shark swimming in street is fake
politifact15360	Melania Just Hit Donald Trump With Shocking Announcement He Never Saw Coming
politifact15367	Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore
politifact14722	Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War
politifact14005	United Airlines Flight Attendant Slaps Crying Baby During Flight
politifact13687	Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped”
politifact14003	Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank
politifact15539	Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!
politifact14863	BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire
politifact15534	NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS
politifact13560	Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”
politifact15532	MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….
politifact15004	NFL Lawyer, Who Claimed Super Bowl Is ‘Rigged’, Found Dead
politifact14327	White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months
politifact15573	Trump Nation
politifact14085	BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals
politifact14776	Pope Francis At Mass: ‘Jesus Is Metaphorical, Not Literal’
politifact14771	Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers to the Ground
politifact15591	Broward County Sheriff Fired For Lying About Parkland
politifact15631	Lisa Page Squeals: DNC Server Was Not Hacked By Russia
politifact11773	Virginia Republican Wants Schools To Check Children's Genitals Before Using Bathroom
politifact13982	Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”
politifact13663	Obama Orders Life-Sized Bronze Statute of Himself To Be Permanently Installed in White House
politifact13823	Man pardoned by Obama ‘executed’ by masked men at halfway house
politifact13820	Jimmy Carter: “Medical Marijuana Cured My Cancer”
politifact13766	Radical Muslims in Australia OFFENDED That Their Children Have to Sing the National Anthem
politifact15379	IT BEGINS: California Appoints FIRST Illegal Alien to State Office – Trump Has Better Plan
politifact14447	BOMBSHELL: Internet Sleuths Just Found the SMOKING GUN on Dems Planning Violence in Charlottesville
politifact14644	HRC Caught On Tape Laughing About Irma Wiping Out All Of Those Florida Hillbillies
politifact15049	Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’
politifact15287	BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline
politifact15370	Last in Queen Elizabeth II's line of corgis dies, says British press
politifact15371	Trump Votes For Death Penalty For Being Gay
politifact14564	Head Of NFL Fines Steeler Teammates $1 MILLION Each!
politifact14565	BREAKING: Fox Sports Cancels ALL NFL Broadcasts ‘Until Players Respect The Flag’
politifact14448	WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN OVAL OFFICE (Updated 16.08.2017) – Newsfeed – Hasslefree allsorts
politifact15429	Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'
politifact14258	Barrels removed from Clinton property contain parts from 3 missing women.
politifact15270	Obama Announces Bid To Become UN Secretary General – Usa News
politifact14818	FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow
politifact14361	9 celebrities who say they'll move to Canada if Donald Trump becomes president
politifact15540	Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her
politifact14166	“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”
politifact13576	Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA
politifact15544	Twitter Caught Leaking Donald Trump's Private Messages in Undercover Sting
politifact14885	World's most popular candy to be removed from shelves by October 2017!
politifact14310	CNN host Fareed Zakaria calls for jihad rape of white women
politifact14887	Shaquille O’Neal Says: ‘Trump Is Possibly The Best President Of The President Of All Times Ever, He Is Not Afraid To…’
politifact15427	USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!
politifact13475	Donald Trump Protester Speaks Out: “I Was Paid $3,500 To Protest Trump’s Rally”
politifact14880	Pier 39 Terrorist Was an Anti-Trump Antifa Supporter
politifact14605	Wife of Las Vegas massacre victim: ‘He saved my life and lost his’
politifact15423	BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!
politifact14927	Oprah Winfrey: The Butler, racism and Obama
politifact14090	Malia Obama Arrested With A Gang Of Thugs In Chicago
politifact14503	Computer Models Show IRMA Destroying New York City On Sept. 10
politifact14888	Trump Vows to End Winter Heating Assistance for Elderly and Disabled – Our Voice
politifact15178	Former presidents walk fine line in Trump’s America
politifact14095	Clinton Foundation Largest Unprosecuted Charity Fraud in History-Charles Ortel
politifact13775	Target to Discontinue Sale of Holy Bible
politifact13565	How Donald Trump Lost the 'War on Christmas'
politifact13853	Babysitter on Crystal Meth Eats 3-Month-Old Baby
politifact14395	REPORT: Kim Jong Un Killed In Trump’s Overnight Black Op Attack On North Korea -
politifact13854	BREAKING: FBI Issues Warrant For Obama’s Arrest After Confirming Illegal Trump Tower Wiretap
politifact14452	BREAKING: Rosa Parks’ Daughter Praises Trump’s Response to Charlottesville – forfreedomworld
politifact14699	Alabama football Crimson Tide disqualified from national championship
politifact15189	80% of black men in Atlanta are Homosexuals, study says
politifact15188	Florida passes bill legalizing recreational use of marijuana
politifact15341	BREAKING: CZECH REPUBLIC ARMS CITIZENS – “YOU CAN NOW SHOOT TERRORISTS ON SIGHT”
politifact14749	JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking” * 100PercentFedUp.com
politifact15268	THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma
politifact15342	Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’
politifact15266	Fox News accidentally puts up a poll graphic that shows how they are the least trusted network
politifact14040	Eric Trump: It would be 'foolish' for my dad to release tax returns
politifact15349	'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive)
politifact14516	Georgia Mosque KEEPS Hurricane Harvey Donations, Will Send To Syrian Refugees Instead
politifact14860	LAW PASSED: All Child Support in the United States Will End by Beginning of 2018
politifact14265	BREAKING: Johnny Depp Taken Into Custody By Secret Service
politifact13677	BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump -
politifact13978	alternativemediasyndicate.com
politifact13468	Denzel Washington hit by Facebook fake news story on Trump
politifact14309	3,000-Pound Great White Shark Captured in Great Lakes
politifact15262	Breaking: Greitens Accuser Admits Photo Session May Have Been A “Dream”
politifact15554	Maxine Waters Is Getting Criminally Charged!
politifact14155	BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE & COVERED IT UP FOR HILLARY
politifact13973	Inside a Fake News Sausage Factory: ‘This Is All About Income’
politifact14893	BREAKING: FBI Just Raided The White House, 6 People Thrown Out
politifact14890	Actress Sandra Bullock to Hillary Clinton if You Don't Like Our President You Can Leave and Never Come Back Again You Are One Jealous Woman Who Ls Nothing to Compare With Trump I Hope He Will Arrest Y
politifact14063	BREAKING: Conservative Icon Ted Nugent Killed In Hunting Accident
politifact14596	SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies
politifact14595	
politifact15416	Attorney General Sessions Statement on Recusal
politifact13773	Japanese Whaling Crew Eaten Alive By Killer Whales, 16 dead
politifact15418	JUST IN: John Kerry Facing Prison
politifact15109	Michelle Obama Just Received LIFE-SHATTERING News From The Doctor
politifact15108	BREAKING: Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America
politifact14755	DONALD TRAIN NEWS: BREAKING: Rosa Parks’ Granddaughter SLAMS Racist Democrats, Endorses Trump
politifact14754	LISTEN: Curious Robocall Seeks 'Damaging' Information on Moore
politifact14756	DNC’s Donna Brazile Dedicated Her Book to ‘Patriot’ Seth Rich, Whose Death Made Her Fear for Her Own Life
politifact13703	“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection
politifact15161	Florida Bridge Collapse, Female Company
politifact14384	Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress
politifact14998	Singer Dolly Parton: “Trump In One Year Is Already Better Than 16 Years’ of Bush, Obama ‘Put Together’, This Stupid Liberals Doing Everything To Impeach Him But We Standing With Trump now And Forever.
politifact14810	BREAKING: Federal Judge Grants Permission To Subpoena Trump
politifact15492	Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders
politifact15494	BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump
politifact14814	New Jersey Police Chief Says Black People ‘Have No Value’ And Should All Be Executed
politifact14815	Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱
politifact15356	BREAKING: 3 Liberal Celebrities Arrested For Conspiracy To Assassinate President Trump
politifact14879	BREAKING: Sasha Obama Just Crashed Her Expensive New Car Into A Lake
politifact14832	BREAKING: Roy Moore’s Accuser Arrested And Charged With Falsification
politifact14500	Clinton Foundations Sends Water To Houston For $7 A Bottle
politifact15191	Ohio student suspended for staying in class during National Walkout Day
politifact15210	BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years! – Let The Riots ERUPT!
politifact15217	Application for ‘March For Our Lives’ permit was made months before Parkland school shooting
politifact14506	Tens of Thousands Of Scientists Declare Climate Change A Hoax
politifact13949	Neon Nettle
politifact15564	Senate Democrats Demand Supreme Court Nominee Not Be Unduly Influenced By U.S. Constitution
politifact14270	Leonardo DiCaprio Tells President Obama That He's Going to Mars
politifact14187	BREAKING: Monica Lewinsky Found Dead In Roslindale
politifact15562	George H.W. Bush has died at 94 – New York
politifact15505	Senate Report Admits Clinton ‘Gifted’ Children To Human Traffickers
politifact14770	BREAKING: 2 Million Rounds Of Ammo That ‘Went Missing’ Under Obama Turns Up In Enemy Hands
politifact14621	BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status
politifact14700	CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS. DO YOU SUPPORT THIS?
politifact15401	Melania Trump undergoes kidney surgery at Walter Reed medical center
politifact14840	FDA Announced That Vaccines Are Causing Autism
politifact13559	Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”
politifact14742	Snapchat is shutting down!
politifact14587	Facebook
politifact14694	UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced
politifact15616	British Politician Beaten by Protestors for 'Welcoming Trump to the UK'
politifact15298	Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State
politifact14620	Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL
politifact15486	Investigators: Anthony Bourdain Was Killed By Clinton Operatives
politifact13711	Executive Order Leads to Capture of ISIS Leader, Rasheed Muhammad
politifact14247	Chinese Lunar Rover Finds No Evidence Of American Moon Landings
politifact13496	The CNN porn scare is how fake news spreads
politifact14517	UPDATE: Florida Governor Rick Scott Now Listed As &#8216;Critical&#8217; After Bizarre Hurricane Cleanup Accident
politifact14777	412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’
politifact13816	Information for the Nation
politifact13815	300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.
politifact15201	Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…
politifact15399	BREAKING: 60 People Just Found Dead In Ohio
politifact15204	Emma Gonzalez Bullied School Shooter, Isn’t Sorry; Then Retweets Message Blaming “White Boys’ Entitlement” As Cause Of All School Shootings
politifact15205	Robert Redford Says: Michelle And Barack Obama Should Get Five Years In Prison
politifact14273	State Of Minnesota Has Just Handed Over FULL CONTROL To Muslims So They Can Take Down ‘Infidels’
politifact15263	Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe
politifact13957	proudleader.com
politifact15570	Iranian Official Drops Bombshell: Obama Secretly Gave Citizenship to 2500 Iranians as Part of Nuke Deal
politifact13955	Police Find 19 White Female Bodies In Freezers With “Black Lives Matter” Carved Into Skin
politifact15129	Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne
politifact14207	Keanu Reeves Shook The World With Another POWERFUL Message
politifact13897	Snoop Dogg Arrested For Conspiracy After Talking About His ‘Murder Trump’ Video
politifact14333	Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting
politifact14362	BUSTED: Russian Mansions Obama Seized Were Meant To Be Illegal Gifts To Sasha And Malia
politifact15579	US Representatives Promise Implement Of UN Gun-Control Plans
politifact13893	flashnewscorner.com
politifact14745	UPDATE: Second Roy Moore Accuser Works For Michelle Obama Right NOW -
politifact15123	Statement from FDA Commissioner Scott Gottlieb, M.D., on FDA’s ongoing efforts to help improve effectiveness of influenza vaccines
politifact15525	Obama Administration Kept Illegal Mexican Kids In Detention Camps As “Experiment”
politifact14733	UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack
politifact15206	NASA Has Just Confirmed Earth Has A New Moon
politifact14205	Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden
politifact15409	CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent
politifact13942	New Regulation Requires 75 MPH Governor On All Motorcycles
politifact13544	BREAKING: Florida Moves For FULL RECOUNT Of State Over Massive Voter Fraud (DETAILS)
politifact15604	NASA Will Pay You $100,000 To Stay In Bed For 60 Days!
politifact15606	Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion
politifact14135	112-Year-Old Voters in North Carolina?
politifact13720	Donald Trump signs a visa-free travel policy for Ghana
politifact15048	Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order
politifact14426	Man charged with murder after driving into anti-far-right protesters in Charlottesville
politifact14940	Full text: Jeff Flake on Trump speech transcript
politifact14289	Australia Becomes First Country To Begin Microchipping Its Citizens
politifact13617	CONFIRMED ! JUSTICE RUTH BADER GINSBURG IS RESIGNING FROM THE POST OF ASSOCIATE JUSTICE OF THE SUPREME COURT
politifact15304	USDA approves slaughterhouses producing horse meat for human consumption
politifact6931	The Obameter: Introduce a comprehensive immigration bill in the first year
politifact627	McCain in Colorado
politifact6932	Barack Obama says Mitt Romney condemned coal-fired power plants as killers
politifact986	Administration Is Seeking $700 Billion for Wall Street
politifact8557	CQ.com
politifact13469	Transcripts
politifact7923	Barack Obama on Twitter
politifact8989	Forget Kiev. The Real Fight Will Be for Crimea
politifact1084	U.S. Senate: Supreme Court Nominations: present-1789
politifact15133	President Trump Campaigns Rick Saccone Pennsylvania, Mar 10 2018
politifact7376	Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page
politifact13244	PolitiFact’s annotated transcript of the second presidential debate
politifact4306	Stop Coddling the Super-Rich
politifact11761	Marco Rubio says Ted Cruz voted for defense cuts in Rand Paul's budget proposal
politifact11709	3rd Democratic debate transcript, annotated: Who said what and what it meant
politifact100	H.R.1025 - 103rd Congress (1993-1994): Brady Handgun Violence Prevention Act
politifact10185	If Democrats Lose, Blame These Guys
politifact8259	Transcripts
politifact150	Massachusetts Department of Elementary and Secondary Education
politifact440	No Regrets for a Love Of Explosives; In a Memoir of Sorts, a War Protester Talks of Life With the Weathermen
politifact368	The CNN Democratic presidential debate in Texas
politifact15453	Sasse Statement on Trade War
politifact695	Outlook, Office, Skype, Bing, Breaking News, and Latest Videos
politifact13138	Political TV Ad Archive » PolAd
politifact13058	CQ.com
politifact2166	'This Week' Transcript: Pelosi and Gates
politifact73	Care Without Coverage: Too Little, Too Late
politifact13130	Crime in Chicago: Explore your community
politifact13136	The first Trump-Clinton presidential debate transcript, annotated
politifact1467	Sen. Gregg: President Obama's Budget Proposal Is a 'Disaster'
politifact11899	Transcript: The Democratic debate in Milwaukee, annotated
politifact10332	Obama: Gitmo inspires jihadists
politifact12120	Political TV Ad Archive » PolAd
politifact8152	The Daily Show with Trevor Noah
politifact10533	NPC Luncheon with Eric Holder
politifact211	CQ.com
politifact8470	Rebooting: You and your doctor under Obamacare
politifact377	The Democratic Debate in Cleveland
politifact279	TPMtv Extra: South Carolina Ronald Reagan Debate
politifact1575	Jim DeMint on Twitter
politifact379	The Democratic Debate in Cleveland
politifact11960	Political TV Ad Archive » PolAd
politifact14036	Transcript of AP interview with Trump
politifact304	Part 1 of CNN Democratic presidential debate
politifact8846	U.S. Solar Market Insight Report
politifact65	U.S. Senate: U.S. Senate Roll Call Votes 105th Congress
politifact11416	Did Bernie Sanders vote against background checks and waiting periods for gun purchases?
politifact3198	The latest political news and headlines from D.C. and beyond
politifact160	U.S. Senate: U.S. Senate Roll Call Votes 103rd Congress
politifact12057	Ted Cruz' Full 'Meet the Press' Interview
politifact13052	Most heroin in U.S. now comes across Mexican border, Rob Portman says
politifact512	Barack Obama’s Remarks in St. Paul
politifact513	Barack Obama’s Remarks in St. Paul
politifact200	Resource Not Available
politifact2624	YouTube
politifact751	First Presidential Debate
politifact13229	Donald Trump featured in new jihadist recruitment video
politifact9691	Impeachment Talk Becomes a Cynical Game
politifact13283	Warren Buffett says the super-rich pay lower tax rates than others
politifact1454	Outlook, Office, Skype, Bing, Breaking News, and Latest Videos
politifact14474	25th Amendment
politifact13682	Executive Order Protecting the Nation from Foreign Terrorist Entry into the United States
politifact6360	Sen. Sanders warns of ‘frightening trend’ towards oligarchy
politifact14174	Debbie Wasserman Schultz on Twitter
politifact979	Remarks by the President on a New Strategy for Afghanistan and Pakistan
politifact12773	‘Americans need to stand together’: Hillary Clinton’s remarks following the Orlando shooting
politifact179	Washington Post: Breaking News, World, US, DC News & Analysis
politifact57	Key Facts: Race, Ethnicity and Medical Care
politifact7540	CPAC 2013 - Former Governor Sarah Palin (R-AK)
politifact13352	Donald Trump Sets Conditions for Defending NATO Allies Against Attack
politifact8172	Remarks by the President on Responsible Homeownership
politifact6657	Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page
politifact9512	Joni Ernst "Promises" Ad
politifact11189	Hillary Clinton Remarks at National Urban League Conference
politifact11777	Expanding Opportunity — #KempForum16 – Paul Ryan – Medium
politifact13193	Philando Castile Had Been Stopped 52 Times By Police
politifact10787	Transcript: NPR's Full Interview With Sen. Marco Rubio
politifact11580	Full Interview Transcript: President Barack Obama
politifact11066	Hillary Clinton Transcript: Building the ‘Growth and Fairness Economy’
politifact10945	Hillary Clinton Transcript: Read Full Text of Clinton Campaign Launch
politifact11627	Senator Bernie Sanders on Democratic Socialism in the United States
politifact370	U.S. Imports & Exports
politifact13477	Rand Paul: Will Donald Trump betray voters by hiring John Bolton?
politifact12079	It’s Time for the Senate to Do Its Job – Congressman Mike Honda – Medium
politifact384	john.he.is
politifact5469	Obama
politifact773	U.S. Senate: U.S. Senate Roll Call Votes 110th Congress
politifact11989	Memory Lapse? Trump Seeks Distance From 'Advisor' With Past Ties to Mafia
politifact8069	Remarks by the President on the Economy -- Knox College, Galesburg, IL
politifact674	Action for 25th Legislature
politifact245	Missing Teen-Ager Found in New Jersey
politifact9033	3/8/14 Sen. Rob Portman (R-OH) delivers Weekly GOP Address on American jobs
politifact1180	Obama’s Health Care Speech to Congress
politifact10877	Should ISIS' gains lead to more U.S. troops in Iraq?
politifact11115	Inquiry Sought in Hillary Clinton’s Use of Email
politifact14511	Schneiderman suing Trump over DACA cites 'discriminatory animus'
politifact401	McCain: McSame as Bush
politifact810	McCain, Obama go head to head in last debate
politifact6537	YouTube
politifact1212	YouTube
politifact6730	SECRET VIDEO: Romney Tells Millionaire Donors What He REALLY Thinks of Obama Voters
politifact13548	Donald Trump, Billy Bush: Interview Scrambles Race
politifact12801	Laura Ingraham wrongly says claim that 90% support for gun background checks has been debunked
politifact15645	WATCH LIVE: Tim Kaine and Corey Stewart meet for first U.S. Senate debate in Virginia
politifact8119	CQ.com
politifact13068	Political TV Ad Archive » PolAd
politifact14064	Donald Trump exaggerates when he says China has 'total control' over North Korea
politifact4190	The Budget and Economic Outlook: Fiscal Years 2009 to 2019
politifact2128	'This Week' Transcript: Geithner
politifact390	The Democratic Debate in Cleveland
politifact10276	Senator Charles Schumer NY November Midterm Elections, Nov 25 2014
politifact8611	Israel should welcome Rouhani's election victory
politifact12418	Clinton's Lead Over Trump Shrinks to 3 Points: New NBC News/WSJ Poll
politifact7888	'This Week' Transcript: Sen. Dianne Feinstein and Rep. Mike Rogers
politifact8537	The Committee on Energy and Commerce
